Customer ID,Customer_Age,Branch,Customer type,Gender,Customer Job,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,gross income,Rating
269-10-8440,46,A,Member,Male,Selfemployeed,Health and beauty,53.17,7,19,391,11-02-2024,18:01,Cash,18.6095,8.9
650-98-6268,59,B,Member,Female,Selfemployeed,Food and beverages,20.87,3,3,66,12-02-2024,13:53,Credit card,3.1305,8
741-73-3559,44,B,Normal,Male,Businessman,Sports and travel,67.27,5,17,353,12-02-2024,17:27,Cash,16.8175,6.9
325-77-6186,29,A,Member,Female,Selfemployeed,Home and lifestyle,90.65,10,45,952,12-02-2024,10:53,Ewallet,45.325,7.3
286-75-7818,50,B,Normal,Male,Businessman,Fashion accessories,69.08,2,7,145,12-02-2024,19:48,Credit card,6.908,6.9
574-57-9721,37,C,Normal,Male,Businessman,Food and beverages,43.27,2,4,91,12-02-2024,16:53,Ewallet,4.327,5.7
459-50-7686,50,A,Normal,Female,Selfemployeed,Electronic accessories,23.46,6,7,148,12-02-2024,19:14,Ewallet,7.038,6.4
616-87-0016,50,B,Normal,Male,White-collar,Fashion accessories,95.54,7,33,702,12-02-2024,14:36,Credit card,33.439,9.6
837-55-7229,53,B,Normal,Female,Retirees,Fashion accessories,47.44,1,2,50,12-02-2024,18:19,Credit card,2.372,6.8
751-69-0068,47,C,Normal,Male,Retirees,Sports and travel,99.24,9,45,938,12-02-2024,19:09,Ewallet,44.658,9
257-73-1380,41,C,Member,Male,Retirees,Sports and travel,82.93,4,17,348,12-02-2024,16:51,Ewallet,16.586,9.6
345-08-4992,42,A,Normal,Male,Businessman,Home and lifestyle,33.99,6,10,214,12-02-2024,15:37,Credit card,10.197,7.7
549-96-4200,55,C,Member,Male,White-collar,Food and beverages,17.04,4,3,72,12-02-2024,20:15,Ewallet,3.408,7
810-60-6344,45,C,Normal,Female,Businessman,Electronic accessories,40.86,8,16,343,12-02-2024,14:38,Credit card,16.344,6.5
450-28-2866,52,C,Member,Male,Businessman,Food and beverages,17.44,5,4,92,13-02-2024,19:25,Cash,4.36,8.1
394-30-3170,47,B,Member,Female,Selfemployeed,Sports and travel,88.43,8,35,743,13-02-2024,19:35,Credit card,35.372,4.3
138-17-5109,38,A,Member,Female,Selfemployeed,Home and lifestyle,89.21,9,40,843,13-02-2024,15:42,Credit card,40.1445,6.5
192-98-7397,41,C,Normal,Male,White-collar,Fashion accessories,12.78,1,1,13,13-02-2024,14:11,Ewallet,0.639,9.5
301-11-9629,54,A,Normal,Female,Govt,Sports and travel,19.1,7,7,140,13-02-2024,10:43,Cash,6.685,9.7
390-80-5128,37,B,Member,Female,Businessman,Health and beauty,19.15,1,1,20,13-02-2024,17:58,Credit card,0.9575,9.5
235-46-8343,49,C,Member,Male,Retirees,Food and beverages,27.66,10,14,290,13-02-2024,11:26,Credit card,13.83,8.9
453-12-7053,30,C,Normal,Male,Selfemployeed,Fashion accessories,45.74,3,7,144,13-02-2024,17:38,Credit card,6.861,6.5
296-11-7041,48,B,Member,Female,Govt,Health and beauty,27.07,1,1,28,13-02-2024,20:07,Credit card,1.3535,5.3
449-27-2918,49,B,Member,Female,Blue-collar,Sports and travel,39.12,1,2,41,13-02-2024,11:02,Credit card,1.956,9.6
891-01-7034,51,B,Normal,Female,White-collar,Electronic accessories,74.71,6,22,471,13-02-2024,19:07,Cash,22.413,6.7
744-09-5786,45,B,Normal,Male,Govt,Electronic accessories,22.01,6,7,139,13-02-2024,18:50,Cash,6.603,7.6
727-17-0390,43,A,Normal,Female,Selfemployeed,Food and beverages,63.61,5,16,334,13-02-2024,12:43,Ewallet,15.9025,4.8
568-88-3448,48,A,Normal,Male,Selfemployeed,Health and beauty,25,1,1,26,14-02-2024,15:09,Ewallet,1.25,5.5
187-83-5490,51,A,Member,Male,Businessman,Electronic accessories,20.77,4,4,87,14-02-2024,13:47,Cash,4.154,4.7
767-54-1907,45,B,Member,Female,Govt,Fashion accessories,29.56,5,7,155,14-02-2024,16:59,Cash,7.39,6.9
710-46-4433,43,B,Member,Female,White-collar,Food and beverages,77.4,9,35,731,14-02-2024,14:15,Credit card,34.83,4.5
533-33-5337,42,B,Normal,Male,Blue-collar,Electronic accessories,79.39,10,40,834,14-02-2024,20:24,Cash,39.695,6.2
325-90-8763,38,C,Member,Female,Blue-collar,Electronic accessories,46.57,10,23,489,14-02-2024,13:58,Cash,23.285,7.6
729-46-7422,46,C,Normal,Male,Govt,Food and beverages,35.89,1,2,38,14-02-2024,16:52,Credit card,1.7945,7.9
639-76-1242,50,C,Normal,Male,Selfemployeed,Food and beverages,40.52,5,10,213,14-02-2024,15:19,Cash,10.13,4.5
234-03-4040,39,B,Member,Female,Businessman,Food and beverages,73.05,10,37,767,15-02-2024,12:25,Credit card,36.525,8.7
326-71-2155,43,C,Normal,Female,Selfemployeed,Sports and travel,73.95,4,15,311,15-02-2024,10:02,Cash,14.79,6.1
320-32-8842,37,C,Member,Female,Govt,Food and beverages,22.62,1,1,24,15-02-2024,18:58,Cash,1.131,6.4
470-32-9057,56,A,Member,Male,Selfemployeed,Food and beverages,51.34,5,13,270,15-02-2024,15:31,Credit card,12.835,9.1
878-30-2331,43,C,Member,Female,Govt,Sports and travel,54.55,10,27,573,15-02-2024,11:22,Credit card,27.275,7.1
440-59-5691,43,C,Member,Female,Selfemployeed,Health and beauty,37.15,7,13,273,15-02-2024,13:12,Credit card,13.0025,7.7
554-53-3790,45,B,Normal,Male,Blue-collar,Sports and travel,37.02,6,11,233,15-02-2024,18:33,Cash,11.106,4.5
746-19-0921,47,C,Normal,Male,White-collar,Food and beverages,21.58,1,1,23,15-02-2024,10:02,Ewallet,1.079,7.2
233-34-0817,43,C,Member,Female,White-collar,Electronic accessories,98.84,1,5,104,15-02-2024,11:21,Cash,4.942,8.4
767-05-1286,60,C,Member,Female,Selfemployeed,Home and lifestyle,83.77,6,25,528,15-02-2024,12:10,Ewallet,25.131,5.4
340-21-9136,43,A,Member,Female,White-collar,Sports and travel,40.05,4,8,168,16-02-2024,11:40,Cash,8.01,9.7
405-31-3305,45,A,Member,Male,White-collar,Fashion accessories,43.13,10,22,453,16-02-2024,18:31,Credit card,21.565,5.5
731-59-7531,47,B,Member,Male,White-collar,Health and beauty,72.57,8,29,610,16-02-2024,17:58,Cash,29.028,4.6
676-39-6028,36,A,Member,Female,Selfemployeed,Electronic accessories,64.44,5,16,338,16-02-2024,17:04,Cash,16.11,6.6
502-05-1910,50,A,Normal,Male,Govt,Health and beauty,65.18,3,10,205,16-02-2024,20:35,Credit card,9.777,6.3
485-30-8700,47,A,Normal,Female,Selfemployeed,Sports and travel,33.26,5,8,175,16-02-2024,16:10,Credit card,8.315,4.2
598-47-9715,56,C,Normal,Male,Businessman,Electronic accessories,84.07,4,17,353,16-02-2024,16:54,Ewallet,16.814,4.4
701-69-8742,49,B,Normal,Male,Businessman,Sports and travel,34.37,10,17,361,16-02-2024,10:11,Ewallet,17.185,6.7
575-67-1508,43,A,Normal,Male,White-collar,Electronic accessories,38.6,1,2,41,16-02-2024,11:26,Ewallet,1.93,6.7
541-08-3113,47,C,Normal,Male,White-collar,Food and beverages,65.97,8,26,554,16-02-2024,20:29,Cash,26.388,8.4
246-11-3901,45,C,Normal,Female,Govt,Electronic accessories,32.8,10,16,344,16-02-2024,12:12,Cash,16.4,6.2
674-15-9296,56,A,Normal,Male,White-collar,Sports and travel,37.14,5,9,195,16-02-2024,13:05,Ewallet,9.285,5
305-18-3552,38,B,Member,Male,Govt,Home and lifestyle,60.38,10,30,634,16-02-2024,16:19,Cash,30.19,6
493-65-6248,41,C,Member,Female,White-collar,Sports and travel,36.98,10,18,388,16-02-2024,19:48,Credit card,18.49,7
438-01-4015,53,B,Member,Female,Retirees,Sports and travel,49.49,4,10,208,16-02-2024,15:25,Ewallet,9.898,6.6
709-58-4068,42,B,Normal,Female,Govt,Fashion accessories,41.09,10,21,431,17-02-2024,14:42,Cash,20.545,7.3
795-49-7276,41,A,Normal,Male,White-collar,Fashion accessories,37.15,4,7,156,17-02-2024,18:59,Ewallet,7.43,8.3
556-72-8512,54,C,Normal,Male,Businessman,Home and lifestyle,22.96,1,1,24,17-02-2024,20:47,Cash,1.148,4.3
627-95-3243,38,B,Member,Female,Blue-collar,Home and lifestyle,77.68,9,35,734,17-02-2024,13:21,Ewallet,34.956,9.8
686-41-0932,44,B,Normal,Female,White-collar,Fashion accessories,34.7,2,3,73,17-02-2024,19:48,Ewallet,3.47,8.2
510-09-5628,46,A,Member,Female,White-collar,Fashion accessories,19.66,10,10,206,17-02-2024,18:20,Credit card,9.83,7.2
608-04-3797,54,B,Member,Female,Businessman,Health and beauty,25.32,8,10,213,17-02-2024,20:24,Ewallet,10.128,8.7
148-82-2527,49,C,Member,Female,Retirees,Home and lifestyle,12.12,10,6,127,17-02-2024,13:44,Credit card,6.06,8.4
437-53-3084,40,B,Normal,Male,White-collar,Fashion accessories,99.89,2,10,210,17-02-2024,11:48,Ewallet,9.989,7.1
632-32-4574,52,B,Normal,Male,Blue-collar,Sports and travel,75.92,8,30,638,17-02-2024,14:14,Cash,30.368,5.5
556-97-7101,41,C,Normal,Female,Govt,Electronic accessories,63.22,2,6,133,18-02-2024,15:51,Cash,6.322,8.5
862-59-8517,53,C,Normal,Female,Blue-collar,Food and beverages,90.24,6,27,569,18-02-2024,11:17,Cash,27.072,6.2
401-18-8016,57,B,Member,Female,Selfemployeed,Sports and travel,98.13,1,5,103,18-02-2024,17:36,Cash,4.9065,8.9
420-18-8989,41,A,Member,Female,Retirees,Sports and travel,51.52,8,21,433,18-02-2024,15:47,Cash,20.608,9.6
277-63-2961,29,B,Member,Male,Selfemployeed,Sports and travel,73.97,1,4,78,18-02-2024,15:53,Credit card,3.6985,5.4
573-98-8548,65,C,Member,Female,Businessman,Fashion accessories,31.9,1,2,33,18-02-2024,12:40,Ewallet,1.595,9.1
620-02-2046,41,C,Normal,Male,Blue-collar,Home and lifestyle,69.4,2,7,146,18-02-2024,19:48,Ewallet,6.94,9
282-35-2475,48,B,Normal,Female,Businessman,Sports and travel,93.31,2,9,196,18-02-2024,17:53,Cash,9.331,6.3
511-54-3087,29,B,Normal,Male,Selfemployeed,Sports and travel,88.45,1,4,93,18-02-2024,16:36,Credit card,4.4225,9.5
726-29-6793,51,A,Member,Male,Blue-collar,Electronic accessories,24.18,8,10,203,19-02-2024,20:54,Ewallet,9.672,9.8
387-49-4215,59,B,Member,Female,Selfemployeed,Sports and travel,48.5,3,7,153,19-02-2024,12:50,Cash,7.275,6.7
862-17-9201,35,B,Normal,Female,White-collar,Food and beverages,84.05,6,25,530,19-02-2024,10:48,Credit card,25.215,7.7
291-21-5991,56,B,Member,Male,Govt,Health and beauty,61.29,5,15,322,19-02-2024,14:28,Cash,15.3225,7
602-80-9671,46,C,Member,Female,Govt,Home and lifestyle,15.95,6,5,100,19-02-2024,17:15,Credit card,4.785,5.1
347-72-6115,50,B,Member,Female,Govt,Sports and travel,90.74,7,32,667,19-02-2024,18:03,Credit card,31.759,6.2
209-61-0206,44,A,Normal,Female,Govt,Home and lifestyle,42.91,5,11,225,19-02-2024,17:29,Ewallet,10.7275,6.1
595-27-4851,42,A,Normal,Female,White-collar,Fashion accessories,54.28,7,19,399,19-02-2024,18:05,Ewallet,18.998,9.3
189-52-0236,65,A,Normal,Male,Businessman,Electronic accessories,99.55,7,35,732,19-02-2024,12:07,Cash,34.8425,7.6
503-07-0930,48,C,Member,Male,Govt,Sports and travel,58.39,7,20,429,19-02-2024,19:49,Credit card,20.4365,8.2
413-20-6708,50,C,Member,Female,Blue-collar,Fashion accessories,51.47,1,3,54,20-02-2024,15:52,Ewallet,2.5735,8.5
425-85-2085,45,B,Member,Male,Businessman,Health and beauty,54.86,5,14,288,20-02-2024,16:48,Ewallet,13.715,9.8
521-18-7827,54,C,Member,Male,Businessman,Home and lifestyle,39.39,5,10,207,20-02-2024,20:46,Credit card,9.8475,8.7
220-28-1851,43,A,Normal,Male,Selfemployeed,Home and lifestyle,34.73,2,3,73,20-02-2024,18:14,Ewallet,3.473,9.7
600-38-9738,36,C,Member,Male,Businessman,Sports and travel,71.92,5,18,378,20-02-2024,15:05,Credit card,17.98,4.3
734-91-1155,57,B,Normal,Female,Businessman,Electronic accessories,45.71,3,7,144,20-02-2024,10:34,Credit card,6.8565,7.7
451-28-5717,52,C,Member,Female,Businessman,Home and lifestyle,83.17,6,25,524,20-02-2024,11:23,Cash,24.951,7.3
609-81-8548,43,A,Member,Female,Selfemployeed,Home and lifestyle,37.44,6,11,236,20-02-2024,13:55,Credit card,11.232,5.9
133-14-7229,47,C,Normal,Male,Blue-collar,Health and beauty,62.87,2,6,132,20-02-2024,11:43,Cash,6.287,5
534-01-4457,48,A,Normal,Male,Businessman,Food and beverages,81.71,6,25,515,20-02-2024,14:36,Credit card,24.513,8
719-89-8991,53,A,Member,Female,Selfemployeed,Sports and travel,91.41,5,23,480,20-02-2024,16:03,Ewallet,22.8525,7.1
286-62-6248,46,B,Normal,Male,Selfemployeed,Fashion accessories,39.21,4,8,165,20-02-2024,20:03,Credit card,7.842,9
339-38-9982,50,B,Member,Male,Selfemployeed,Fashion accessories,59.86,2,6,126,20-02-2024,14:55,Ewallet,5.986,6.7
827-44-5872,48,B,Member,Female,Businessman,Food and beverages,54.36,10,27,571,21-02-2024,11:28,Credit card,27.18,6.1
827-77-7633,39,A,Normal,Male,White-collar,Sports and travel,98.09,9,44,927,21-02-2024,19:41,Cash,44.1405,9.3
287-83-1405,45,A,Normal,Male,Businessman,Health and beauty,25.43,6,8,160,21-02-2024,19:01,Ewallet,7.629,7
435-13-4908,48,A,Member,Male,Selfemployeed,Fashion accessories,86.68,8,35,728,21-02-2024,18:04,Credit card,34.672,7.2
857-67-9057,52,B,Normal,Male,White-collar,Electronic accessories,22.95,10,11,241,21-02-2024,19:20,Ewallet,11.475,8.2
236-27-1144,41,C,Normal,Female,Selfemployeed,Food and beverages,16.31,9,7,154,21-02-2024,10:31,Ewallet,7.3395,8.4
892-05-6689,47,A,Normal,Female,White-collar,Home and lifestyle,28.32,5,7,149,21-02-2024,13:28,Ewallet,7.08,6.2
583-41-4548,44,C,Normal,Male,White-collar,Home and lifestyle,16.67,7,6,123,21-02-2024,11:36,Ewallet,5.8345,7.4
339-12-4827,52,B,Member,Female,Govt,Fashion accessories,73.96,1,4,78,21-02-2024,11:32,Credit card,3.698,5
643-38-7867,45,A,Normal,Male,Businessman,Home and lifestyle,97.94,1,5,103,21-02-2024,11:44,Ewallet,4.897,6.9
308-81-0538,38,A,Normal,Female,Govt,Fashion accessories,73.05,4,15,307,22-02-2024,17:16,Credit card,14.61,4.9
358-88-9262,44,C,Member,Female,Govt,Food and beverages,87.48,6,26,551,22-02-2024,18:43,Ewallet,26.244,5.1
460-35-4390,48,A,Normal,Male,Selfemployeed,Home and lifestyle,30.68,3,5,97,22-02-2024,11:00,Ewallet,4.602,9.1
343-87-0864,57,C,Member,Male,Businessman,Health and beauty,75.88,1,4,80,22-02-2024,10:30,Credit card,3.794,7.1
173-50-1108,54,B,Member,Female,Selfemployeed,Sports and travel,20.18,4,4,85,22-02-2024,12:14,Credit card,4.036,5
243-47-2663,54,C,Member,Male,Selfemployeed,Electronic accessories,18.77,6,6,118,22-02-2024,16:43,Credit card,5.631,5.5
841-18-8232,34,B,Normal,Female,Selfemployeed,Food and beverages,71.2,1,4,75,22-02-2024,20:40,Credit card,3.56,9.2
701-23-5550,40,B,Member,Male,White-collar,Home and lifestyle,38.81,4,8,163,22-02-2024,13:40,Ewallet,7.762,4.9
647-50-1224,48,A,Normal,Female,Selfemployeed,Fashion accessories,29.42,10,15,309,22-02-2024,16:23,Ewallet,14.71,8.9
541-48-8554,46,A,Normal,Male,Selfemployeed,Sports and travel,60.95,9,27,576,22-02-2024,12:08,Credit card,27.4275,6
539-21-7227,36,B,Normal,Female,Selfemployeed,Sports and travel,51.54,5,13,271,22-02-2024,17:45,Cash,12.885,4.2
213-32-1216,40,A,Normal,Female,Govt,Electronic accessories,66.06,6,20,416,22-02-2024,10:28,Cash,19.818,7.3
747-58-7183,47,B,Normal,Male,White-collar,Fashion accessories,57.27,3,9,180,22-02-2024,20:31,Ewallet,8.5905,6.5
582-52-8065,48,B,Normal,Female,Selfemployeed,Fashion accessories,54.31,9,24,513,22-02-2024,10:49,Cash,24.4395,8.9
210-57-1719,54,B,Normal,Female,Businessman,Health and beauty,58.24,9,26,550,23-02-2024,12:34,Cash,26.208,9.7
399-69-4630,38,C,Normal,Male,Blue-collar,Electronic accessories,22.21,6,7,140,23-02-2024,10:23,Credit card,6.663,8.6
134-75-2619,44,A,Member,Male,Businessman,Electronic accessories,19.32,7,7,142,23-02-2024,18:51,Cash,6.762,6.9
356-44-8813,36,B,Normal,Male,White-collar,Home and lifestyle,37.48,3,6,118,23-02-2024,13:45,Credit card,5.622,7.7
198-66-9832,46,B,Member,Female,Selfemployeed,Fashion accessories,72.04,2,7,151,23-02-2024,19:38,Cash,7.204,9.5
283-26-5248,45,C,Member,Female,Blue-collar,Food and beverages,98.52,10,49,1034,23-02-2024,20:23,Ewallet,49.26,4.5
712-39-0363,49,A,Member,Male,Retirees,Food and beverages,41.66,6,12,262,23-02-2024,15:24,Ewallet,12.498,5.6
218-59-9410,47,A,Member,Female,Businessman,Home and lifestyle,72.42,3,11,228,23-02-2024,16:54,Ewallet,10.863,8.2
174-75-0888,59,B,Normal,Male,Blue-collar,Electronic accessories,21.58,9,10,204,23-02-2024,12:32,Cash,9.711,7.3
866-99-7614,62,C,Normal,Male,Selfemployeed,Food and beverages,89.2,10,45,937,23-02-2024,15:42,Credit card,44.6,4.4
134-54-4720,33,B,Normal,Female,Businessman,Electronic accessories,42.42,8,17,356,23-02-2024,13:58,Ewallet,16.968,5.7
760-90-2357,40,A,Member,Male,Blue-collar,Electronic accessories,74.51,6,22,469,23-02-2024,15:08,Ewallet,22.353,5
514-37-2845,45,B,Normal,Male,Selfemployeed,Fashion accessories,99.25,2,10,208,23-02-2024,13:02,Cash,9.925,9
698-98-5964,57,A,Normal,Female,Selfemployeed,Food and beverages,81.21,10,41,853,23-02-2024,13:01,Credit card,40.605,6.3
718-57-9773,49,C,Normal,Female,White-collar,Sports and travel,49.33,10,25,518,24-02-2024,16:40,Credit card,24.665,9.4
651-88-7328,46,A,Normal,Female,Selfemployeed,Fashion accessories,65.74,9,30,621,24-02-2024,13:55,Cash,29.583,7.7
241-11-2261,52,B,Normal,Female,Govt,Fashion accessories,79.86,7,28,587,24-02-2024,10:33,Credit card,27.951,5.5
408-26-9866,56,C,Normal,Female,Selfemployeed,Sports and travel,73.98,7,26,544,24-02-2024,16:42,Ewallet,25.893,4.1
834-83-1826,31,B,Member,Female,Businessman,Home and lifestyle,82.04,5,21,431,24-02-2024,17:16,Credit card,20.51,7.6
343-61-3544,41,B,Member,Male,Blue-collar,Sports and travel,26.67,10,13,280,24-02-2024,11:48,Cash,13.335,8.6
239-48-4278,43,A,Member,Male,Retirees,Food and beverages,10.13,7,4,74,24-02-2024,19:35,Ewallet,3.5455,8.3
355-34-6244,43,B,Normal,Male,White-collar,Food and beverages,72.39,2,7,152,24-02-2024,19:55,Credit card,7.239,8.1
550-84-8664,45,A,Normal,Male,Blue-collar,Sports and travel,85.91,5,21,451,24-02-2024,14:33,Credit card,21.4775,8.6
339-96-8318,43,B,Member,Male,Businessman,Fashion accessories,81.31,7,28,598,24-02-2024,19:49,Ewallet,28.4585,6.3
458-61-0011,33,B,Normal,Male,Businessman,Food and beverages,60.3,4,12,253,24-02-2024,18:43,Cash,12.06,5.8
592-34-6155,39,C,Normal,Male,Retirees,Food and beverages,31.77,4,6,133,24-02-2024,14:43,Ewallet,6.354,6.2
797-88-0493,34,A,Normal,Female,Blue-collar,Health and beauty,64.27,4,13,270,24-02-2024,13:54,Cash,12.854,7.7
207-73-1363,38,B,Normal,Male,Businessman,Health and beauty,69.51,2,7,146,24-02-2024,12:15,Ewallet,6.951,8.1
390-31-6381,49,C,Normal,Male,Businessman,Food and beverages,27.22,3,4,86,24-02-2024,12:37,Cash,4.083,7.3
443-82-0585,49,A,Member,Female,Govt,Health and beauty,77.68,4,16,326,25-02-2024,19:54,Cash,15.536,8.4
339-18-7061,42,C,Member,Female,Govt,Fashion accessories,92.98,2,9,195,25-02-2024,15:06,Credit card,9.298,8
359-90-3665,39,B,Member,Female,Selfemployeed,Fashion accessories,18.08,4,4,76,25-02-2024,18:03,Credit card,3.616,9.5
375-72-3056,57,B,Normal,Male,White-collar,Sports and travel,63.06,3,9,199,25-02-2024,15:58,Ewallet,9.459,7
127-47-6963,49,A,Normal,Male,White-collar,Health and beauty,51.71,4,10,217,25-02-2024,13:53,Credit card,10.342,9.8
278-86-2735,29,A,Normal,Female,Govt,Food and beverages,52.34,3,8,165,25-02-2024,14:03,Cash,7.851,9.2
695-28-6250,58,A,Normal,Female,Selfemployeed,Sports and travel,43.06,5,11,226,26-02-2024,16:38,Ewallet,10.765,7.7
379-17-6588,52,C,Normal,Male,Selfemployeed,Fashion accessories,59.61,10,30,626,26-02-2024,11:07,Cash,29.805,5.3
227-50-3718,42,A,Normal,Male,White-collar,Health and beauty,14.62,5,4,77,26-02-2024,12:23,Cash,3.655,4.4
302-15-2162,50,C,Member,Male,Selfemployeed,Health and beauty,46.53,6,14,293,26-02-2024,10:54,Credit card,13.959,4.3
788-07-8452,39,C,Member,Female,Blue-collar,Home and lifestyle,24.24,7,8,178,26-02-2024,17:38,Ewallet,8.484,9.4
560-49-6611,53,A,Member,Female,Govt,Sports and travel,45.58,1,2,48,26-02-2024,14:13,Cash,2.279,9.8
880-35-0356,26,A,Member,Female,Selfemployeed,Sports and travel,75.2,3,11,237,26-02-2024,11:51,Ewallet,11.28,4.8
585-11-6748,60,B,Member,Male,Selfemployeed,Sports and travel,96.8,3,15,305,27-02-2024,13:05,Cash,14.52,5.3
470-31-3286,39,B,Normal,Male,Blue-collar,Health and beauty,14.82,3,2,47,27-02-2024,11:30,Credit card,2.223,8.7
152-68-2907,36,A,Normal,Male,Businessman,Food and beverages,52.2,3,8,164,27-02-2024,13:30,Credit card,7.83,9.5
123-35-4896,46,C,Normal,Female,Retirees,Sports and travel,46.66,9,21,441,27-02-2024,19:11,Ewallet,20.997,5.3
258-69-7810,44,C,Normal,Female,Selfemployeed,Fashion accessories,36.85,5,9,193,27-02-2024,18:53,Cash,9.2125,9.2
334-64-2006,50,A,Member,Female,White-collar,Home and lifestyle,70.32,2,7,148,27-02-2024,14:22,Ewallet,7.032,9.6
219-61-4139,52,C,Normal,Male,Blue-collar,Electronic accessories,83.08,1,4,87,27-02-2024,17:16,Ewallet,4.154,6.4
881-41-7302,38,C,Normal,Female,Govt,Fashion accessories,64.99,1,3,68,27-02-2024,10:06,Credit card,3.2495,4.5
373-09-4567,33,C,Normal,Male,Selfemployeed,Food and beverages,77.56,10,39,814,27-02-2024,20:35,Ewallet,38.78,6.9
642-30-6693,34,B,Normal,Female,Retirees,Sports and travel,54.51,6,16,343,27-02-2024,13:54,Ewallet,16.353,7.8
484-22-8230,61,C,Member,Female,Blue-collar,Fashion accessories,51.89,7,18,381,27-02-2024,20:08,Cash,18.1615,4.5
830-58-2383,48,B,Normal,Male,Govt,Home and lifestyle,31.75,4,6,133,27-02-2024,15:26,Cash,6.35,8.6
559-98-9873,59,A,Member,Female,White-collar,Fashion accessories,53.65,7,19,394,27-02-2024,12:56,Ewallet,18.7775,5.2
544-32-5024,38,C,Member,Female,Selfemployeed,Food and beverages,49.79,4,10,209,27-02-2024,19:16,Credit card,9.958,6.4
318-12-0304,62,A,Normal,Male,Businessman,Fashion accessories,30.61,1,2,32,27-02-2024,12:20,Ewallet,1.5305,5.2
349-97-8902,49,B,Member,Male,Selfemployeed,Food and beverages,57.89,2,6,122,28-02-2024,10:37,Ewallet,5.789,8.9
421-95-9805,48,A,Normal,Female,Selfemployeed,Electronic accessories,28.96,1,1,30,28-02-2024,10:18,Credit card,1.448,6.2
277-35-5865,49,C,Member,Female,Blue-collar,Food and beverages,98.97,9,45,935,28-02-2024,11:23,Cash,44.5365,6.7
789-23-8625,30,B,Member,Male,Blue-collar,Fashion accessories,93.22,3,14,294,28-02-2024,11:45,Cash,13.983,7.2
284-54-4231,54,C,Member,Male,Blue-collar,Sports and travel,80.93,1,4,85,28-02-2024,16:08,Credit card,4.0465,9
443-59-0061,37,A,Member,Male,Selfemployeed,Food and beverages,67.45,10,34,708,28-02-2024,11:25,Ewallet,33.725,4.2
509-29-3912,65,A,Member,Female,White-collar,Sports and travel,38.72,9,17,366,28-02-2024,12:24,Ewallet,17.424,4.2
327-40-9673,43,B,Member,Male,Blue-collar,Sports and travel,72.6,6,22,457,28-02-2024,19:51,Cash,21.78,6.9
840-19-2096,41,C,Member,Male,Blue-collar,Electronic accessories,87.91,5,22,462,28-02-2024,18:10,Ewallet,21.9775,4.4
828-46-6863,61,A,Member,Male,Govt,Food and beverages,98.53,6,30,621,28-02-2024,11:22,Credit card,29.559,4
641-96-3695,59,C,Member,Female,Selfemployeed,Fashion accessories,43.46,6,13,274,28-02-2024,17:55,Ewallet,13.038,8.5
420-97-3340,46,A,Normal,Female,White-collar,Food and beverages,71.68,3,11,226,28-02-2024,15:30,Credit card,10.752,9.2
436-54-4512,40,A,Member,Female,White-collar,Food and beverages,91.61,1,5,96,28-02-2024,19:44,Cash,4.5805,9.8
670-79-6321,43,B,Member,Female,Selfemployeed,Home and lifestyle,94.59,7,33,695,28-02-2024,15:27,Credit card,33.1065,4.9
852-62-7105,52,B,Normal,Female,Selfemployeed,Fashion accessories,83.25,10,42,874,28-02-2024,11:25,Credit card,41.625,4.4
598-06-7312,48,B,Member,Male,Selfemployeed,Fashion accessories,91.35,1,5,96,29-02-2024,15:42,Cash,4.5675,6.8
135-13-8269,53,B,Member,Female,Selfemployeed,Food and beverages,78.88,2,8,166,29-02-2024,16:04,Cash,7.888,9.1
816-57-2053,45,A,Normal,Male,Selfemployeed,Sports and travel,60.87,2,6,128,29-02-2024,12:37,Ewallet,6.087,8.7
628-90-8624,58,B,Member,Male,Retirees,Health and beauty,82.58,10,41,867,29-02-2024,14:41,Cash,41.29,5
856-66-2701,39,A,Member,Male,Selfemployeed,Home and lifestyle,53.3,3,8,168,29-02-2024,14:19,Ewallet,7.995,7.5
308-39-1707,47,A,Normal,Female,Retirees,Fashion accessories,12.09,1,1,13,29-02-2024,18:19,Credit card,0.6045,8.2
149-61-1929,35,A,Normal,Male,Retirees,Sports and travel,64.19,10,32,674,29-02-2024,14:08,Credit card,32.095,6.7
655-07-2265,43,A,Normal,Male,Retirees,Electronic accessories,78.31,3,12,247,29-02-2024,16:38,Ewallet,11.7465,5.4
589-02-8023,33,A,Member,Male,Retirees,Food and beverages,83.77,2,8,176,29-02-2024,10:54,Credit card,8.377,7
420-04-7590,43,B,Normal,Male,Retirees,Home and lifestyle,99.7,3,15,314,01-03-2024,11:29,Ewallet,14.955,4.7
182-88-2763,51,B,Member,Male,Businessman,Food and beverages,79.91,3,12,252,01-03-2024,19:28,Credit card,11.9865,5
188-55-0967,54,B,Member,Male,Businessman,Health and beauty,66.47,10,33,698,01-03-2024,15:01,Credit card,33.235,5
610-46-4100,49,A,Normal,Male,Businessman,Health and beauty,28.95,7,10,213,01-03-2024,20:31,Credit card,10.1325,6
318-81-2368,62,C,Normal,Female,Selfemployeed,Electronic accessories,46.2,1,2,49,01-03-2024,12:16,Cash,2.31,6.3
364-33-8584,57,B,Member,Female,Selfemployeed,Food and beverages,17.63,5,4,93,02-03-2024,15:27,Cash,4.4075,8.5
